(1, 0.51467639)
(51, 0.11131718)
(101, 0.09175245)
(151, 0.07963371)
(201, 0.07316992)
(251, 0.06344210)
(301, 0.05982573)
(351, 0.05347413)
(401, 0.05065040)
(451, 0.04600719)
(501, 0.04615540)
(551, 0.04365053)
(601, 0.04205367)
(651, 0.03899533)
(701, 0.03875310)
(751, 0.03643738)
(801, 0.04114456)
(851, 0.03443266)
(901, 0.03482151)
(951, 0.03366168)
(1001, 0.03439265)
(1051, 0.03458460)
(1101, 0.03332216)
(1151, 0.03373885)
(1201, 0.02962539)
(1251, 0.03085259)
(1301, 0.03170300)
(1351, 0.02927323)
(1401, 0.03302914)
(1451, 0.02850677)
(1501, 0.03008838)
(1551, 0.02847512)
(1601, 0.02550625)
(1651, 0.02693292)
(1701, 0.02775986)
(1751, 0.02629914)
(1801, 0.02650622)
(1851, 0.02418658)
(1901, 0.02369043)
(1951, 0.02726302)
(2001, 0.02445821)
(2051, 0.02486858)
(2101, 0.02460522)
(2151, 0.02631527)
(2201, 0.02422355)
(2251, 0.02551948)
(2301, 0.02400497)
(2351, 0.02397147)
(2401, 0.02318621)
(2451, 0.02487817)
(2501, 0.02130491)
(2551, 0.02097083)
(2601, 0.02261448)
(2651, 0.02204684)
(2701, 0.02349415)
(2751, 0.02240391)
(2801, 0.02226464)
(2851, 0.02313844)
(2901, 0.02287810)
(2951, 0.02160047)
(3001, 0.02066474)
(3051, 0.02032440)
(3101, 0.02026485)
(3151, 0.02146318)
(3201, 0.02072951)
(3251, 0.02249057)
(3301, 0.02252302)
(3351, 0.02355168)
(3401, 0.02468055)
(3451, 0.02000098)
(3501, 0.02172480)
(3551, 0.02069653)
(3601, 0.02171452)
(3651, 0.02017466)
(3701, 0.01985731)
(3751, 0.01932447)
(3801, 0.01985713)
(3851, 0.01893017)
(3901, 0.01906933)
(3951, 0.02079129)
(4001, 0.01924873)
(4051, 0.01934644)
(4101, 0.02027606)
(4151, 0.01769502)
(4201, 0.01921311)
(4251, 0.01737594)
(4301, 0.01637743)
(4351, 0.01821617)
(4401, 0.02005492)
(4451, 0.01646199)
(4501, 0.01646484)
(4551, 0.01777584)
(4601, 0.01838039)
(4651, 0.01804804)
(4701, 0.01753855)
(4751, 0.01630486)
(4801, 0.01771612)
(4851, 0.01924664)
(4901, 0.01653485)
(4951, 0.01772637)
(5001, 0.01728019)
(5051, 0.01750661)
(5101, 0.01840174)
(5151, 0.01846891)
(5201, 0.01598376)
(5251, 0.01787404)
(5301, 0.01496427)
(5351, 0.01551207)
(5401, 0.01710600)
(5451, 0.01735783)
(5501, 0.01774627)
(5551, 0.01671529)
(5601, 0.01773181)
(5651, 0.01734112)
(5701, 0.01586096)
(5751, 0.01826026)
(5801, 0.01415464)
(5851, 0.01619778)
(5901, 0.01644598)
(5951, 0.01650385)
(6001, 0.01523191)
(6051, 0.01637487)
(6101, 0.01544913)
(6151, 0.01739956)
(6201, 0.01539322)
(6251, 0.01594429)
(6301, 0.01616247)
(6351, 0.01510708)
(6401, 0.01533845)
(6451, 0.01349408)
(6501, 0.01537446)
(6551, 0.01509928)
(6601, 0.01501270)
(6651, 0.01503862)
(6701, 0.01658746)
(6751, 0.01418245)
(6801, 0.01412100)
(6851, 0.01575433)
(6901, 0.01553287)
(6951, 0.01534229)
(7001, 0.01518929)
(7051, 0.01725876)
(7101, 0.01352786)
(7151, 0.01429991)
(7201, 0.01646195)
(7251, 0.01577696)
(7301, 0.01570085)
(7351, 0.01503774)
(7401, 0.01416276)
(7451, 0.01404967)
(7501, 0.01508537)
(7551, 0.01370419)
(7601, 0.01545366)
(7651, 0.01385458)
(7701, 0.01409292)
(7751, 0.01400652)
(7801, 0.01521558)
(7851, 0.01345771)
(7901, 0.01348672)
(7951, 0.01297176)
(8001, 0.01446172)
(8051, 0.01257204)
(8101, 0.01347810)
(8151, 0.01636351)
(8201, 0.01436571)
(8251, 0.01472967)
(8301, 0.01397581)
(8351, 0.01320412)
(8401, 0.01370529)
(8451, 0.01348525)
(8501, 0.01426537)
(8551, 0.01568717)
(8601, 0.01409987)
(8651, 0.01379944)
(8701, 0.01404993)
(8751, 0.01243113)
(8801, 0.01254005)
(8851, 0.01296488)
(8901, 0.01372974)
(8951, 0.01491334)
(9001, 0.01359602)
(9051, 0.01282766)
(9101, 0.01302002)
(9151, 0.01263811)
(9201, 0.01358069)
(9251, 0.01214548)
(9301, 0.01195428)
(9351, 0.01407960)
(9401, 0.01301497)
(9451, 0.01318549)
(9501, 0.01282737)
(9551, 0.01389660)
(9601, 0.01350105)
(9651, 0.01226004)
(9701, 0.01274933)
(9751, 0.01268911)
(9801, 0.01399593)
(9851, 0.01221609)
(9901, 0.01273094)
(9951, 0.01425638)
(10001, 0.01174472)
(10051, 0.01310913)
(10101, 0.01402012)
(10151, 0.01233056)
(10201, 0.01273436)
(10251, 0.01194181)
(10301, 0.01277355)
(10351, 0.01231550)
(10401, 0.01267880)
(10451, 0.01401786)
(10501, 0.01199450)
(10551, 0.01286026)
(10601, 0.01206365)
(10651, 0.01242257)
(10701, 0.01141225)
(10751, 0.01273221)
(10801, 0.01287502)
(10851, 0.01311526)
(10901, 0.01187127)
(10951, 0.01233650)
(11001, 0.01187137)
(11051, 0.01196239)
(11101, 0.01171371)
(11151, 0.01236405)
(11201, 0.01178152)
(11251, 0.01275230)
(11301, 0.01211668)
