(1, 1.35761535)
(51, 1.81084025)
(101, 1.81086683)
(151, 1.81932712)
(201, 1.82293093)
(251, 1.80566776)
(301, 1.83045661)
(351, 1.80763078)
(401, 1.82641947)
(451, 1.82466483)
(501, 1.84277773)
(551, 1.83564329)
(601, 1.82829869)
(651, 1.82217598)
(701, 1.82298994)
(751, 1.84173691)
(801, 1.83333230)
(851, 1.82000935)
(901, 1.81132126)
(951, 1.83135247)
(1001, 1.83137834)
(1051, 1.85041940)
(1101, 1.84200549)
(1151, 1.84272909)
(1201, 1.83741295)
(1251, 1.83142579)
(1301, 1.84514344)
(1351, 1.85236824)
(1401, 1.83490527)
(1451, 1.85948694)
(1501, 1.84246027)
(1551, 1.84651482)
(1601, 1.85433424)
(1651, 1.85550487)
(1701, 1.83674634)
(1751, 1.85325551)
(1801, 1.85216796)
(1851, 1.84495735)
(1901, 1.83797109)
(1951, 1.85615480)
(2001, 1.85014296)
(2051, 1.85118055)
(2101, 1.85396135)
(2151, 1.83908343)
(2201, 1.87246883)
(2251, 1.85175240)
(2301, 1.84438193)
(2351, 1.86237407)
(2401, 1.84756863)
(2451, 1.83969676)
(2501, 1.85535073)
(2551, 1.85633266)
(2601, 1.85799432)
(2651, 1.84151661)
(2701, 1.86963642)
(2751, 1.85752451)
(2801, 1.87675691)
(2851, 1.84164262)
(2901, 1.85571480)
(2951, 1.85404158)
(3001, 1.84679461)
(3051, 1.86616683)
(3101, 1.86648428)
(3151, 1.85428357)
(3201, 1.86657166)
(3251, 1.86398363)
(3301, 1.86002481)
(3351, 1.85129452)
(3401, 1.85101640)
(3451, 1.84033239)
(3501, 1.85193574)
(3551, 1.85936570)
(3601, 1.84889603)
(3651, 1.86457038)
(3701, 1.85683358)
(3751, 1.87349963)
(3801, 1.87162662)
(3851, 1.85046566)
(3901, 1.85803270)
(3951, 1.85810518)
(4001, 1.82668960)
(4051, 1.85044074)
(4101, 1.86926007)
(4151, 1.86442876)
(4201, 1.86899054)
(4251, 1.86776638)
(4301, 1.85300291)
(4351, 1.85124755)
(4401, 1.85443997)
(4451, 1.86454809)
(4501, 1.87362349)
(4551, 1.86369002)
(4601, 1.86786461)
(4651, 1.86290634)
(4701, 1.85515738)
(4751, 1.86022997)
(4801, 1.85263085)
(4851, 1.84617853)
(4901, 1.85946512)
(4951, 1.85694170)
(5001, 1.87262177)
(5051, 1.86024463)
(5101, 1.87159824)
(5151, 1.86375642)
(5201, 1.85703087)
(5251, 1.87093294)
(5301, 1.83811951)
(5351, 1.86218178)
(5401, 1.86450529)
(5451, 1.86559987)
(5501, 1.86227679)
(5551, 1.85389161)
(5601, 1.86143482)
(5651, 1.84967148)
(5701, 1.86783409)
(5751, 1.87032139)
(5801, 1.86016631)
(5851, 1.84574735)
(5901, 1.86332297)
(5951, 1.86824882)
(6001, 1.85972142)
(6051, 1.86210096)
(6101, 1.86303997)
(6151, 1.86587858)
(6201, 1.85610414)
(6251, 1.86748374)
(6301, 1.86602461)
(6351, 1.87656558)
