(1, 0.45880201)
(51, 0.13850355)
(101, 0.11832447)
(151, 0.10945920)
(201, 0.08249844)
(251, 0.07428688)
(301, 0.06935454)
(351, 0.06455426)
(401, 0.06031106)
(451, 0.05371328)
(501, 0.05838405)
(551, 0.05346256)
(601, 0.05246259)
(651, 0.05088045)
(701, 0.05189750)
(751, 0.04590527)
(801, 0.04393726)
(851, 0.04475350)
(901, 0.04778488)
(951, 0.04573596)
(1001, 0.04317911)
(1051, 0.04397197)
(1101, 0.04113354)
(1151, 0.04359407)
(1201, 0.03922068)
(1251, 0.04354861)
(1301, 0.03846205)
(1351, 0.03838418)
(1401, 0.03813459)
(1451, 0.03976192)
(1501, 0.03611249)
(1551, 0.03816313)
(1601, 0.03768245)
(1651, 0.03359826)
(1701, 0.03373988)
(1751, 0.03520773)
(1801, 0.02992837)
(1851, 0.03157025)
(1901, 0.03231917)
(1951, 0.03439242)
(2001, 0.03513104)
(2051, 0.03442775)
(2101, 0.03376387)
(2151, 0.03184624)
(2201, 0.03522303)
(2251, 0.03295057)
(2301, 0.03491293)
(2351, 0.03561111)
(2401, 0.03165814)
(2451, 0.03106533)
(2501, 0.02880260)
(2551, 0.02973557)
(2601, 0.03091636)
(2651, 0.02797443)
(2701, 0.03257239)
(2751, 0.02584428)
(2801, 0.02941495)
(2851, 0.02821689)
(2901, 0.02866622)
(2951, 0.02602634)
(3001, 0.02556214)
(3051, 0.02740807)
(3101, 0.02660079)
(3151, 0.02509779)
(3201, 0.02598598)
(3251, 0.02376624)
(3301, 0.02590795)
(3351, 0.02664116)
(3401, 0.02299564)
(3451, 0.02592766)
(3501, 0.02443020)
(3551, 0.02218137)
(3601, 0.02398975)
(3651, 0.02597472)
(3701, 0.02656461)
(3751, 0.02944328)
(3801, 0.02927099)
(3851, 0.02869068)
(3901, 0.02804048)
(3951, 0.02385303)
(4001, 0.02648638)
(4051, 0.02639868)
(4101, 0.02436407)
(4151, 0.02408601)
(4201, 0.02257700)
(4251, 0.02754507)
(4301, 0.02235316)
(4351, 0.02348295)
(4401, 0.02543019)
(4451, 0.02460147)
(4501, 0.02241705)
(4551, 0.02171766)
(4601, 0.02236636)
(4651, 0.01984826)
(4701, 0.02095485)
(4751, 0.02238104)
(4801, 0.02518357)
(4851, 0.02058694)
(4901, 0.02274745)
(4951, 0.02145733)
(5001, 0.02391235)
(5051, 0.01953257)
(5101, 0.02185108)
(5151, 0.02452987)
(5201, 0.02339349)
(5251, 0.01922420)
(5301, 0.02085635)
(5351, 0.02007835)
(5401, 0.01956966)
(5451, 0.01945102)
(5501, 0.02416607)
(5551, 0.02026275)
(5601, 0.02048217)
(5651, 0.02013006)
(5701, 0.02032849)
